OBJECTID_1,NEIGHBOURHOOD_NAME,HOOD_158,ASSAULT_2014,ASSAULT_2015,ASSAULT_2016,ASSAULT_2017,ASSAULT_2018,ASSAULT_2019,ASSAULT_2020,ASSAULT_2021,ASSAULT_2022,ASSAULT_2023,ASSAULT_2024,ASSAULT_2025,ASSAULT_RATE_2014,ASSAULT_RATE_2015,ASSAULT_RATE_2016,ASSAULT_RATE_2017,ASSAULT_RATE_2018,ASSAULT_RATE_2019,ASSAULT_RATE_2020,ASSAULT_RATE_2021,ASSAULT_RATE_2022,ASSAULT_RATE_2023,ASSAULT_RATE_2024,ASSAULT_RATE_2025,AUTOTHEFT_2014,AUTOTHEFT_2015,AUTOTHEFT_2016,AUTOTHEFT_2017,AUTOTHEFT_2018,AUTOTHEFT_2019,AUTOTHEFT_2020,AUTOTHEFT_2021,AUTOTHEFT_2022,AUTOTHEFT_2023,AUTOTHEFT_2024,AUTOTHEFT_2025,AUTOTHEFT_RATE_2014,AUTOTHEFT_RATE_2015,AUTOTHEFT_RATE_2016,AUTOTHEFT_RATE_2017,AUTOTHEFT_RATE_2018,AUTOTHEFT_RATE_2019,AUTOTHEFT_RATE_2020,AUTOTHEFT_RATE_2021,AUTOTHEFT_RATE_2022,AUTOTHEFT_RATE_2023,AUTOTHEFT_RATE_2024,AUTOTHEFT_RATE_2025,BIKETHEFT_2014,BIKETHEFT_2015,BIKETHEFT_2016,BIKETHEFT_2017,BIKETHEFT_2018,BIKETHEFT_2019,BIKETHEFT_2020,BIKETHEFT_2021,BIKETHEFT_2022,BIKETHEFT_2023,BIKETHEFT_2024,BIKETHEFT_2025,BIKETHEFT_RATE_2014,BIKETHEFT_RATE_2015,BIKETHEFT_RATE_2016,BIKETHEFT_RATE_2017,BIKETHEFT_RATE_2018,BIKETHEFT_RATE_2019,BIKETHEFT_RATE_2020,BIKETHEFT_RATE_2021,BIKETHEFT_RATE_2022,BIKETHEFT_RATE_2023,BIKETHEFT_RATE_2024,BIKETHEFT_RATE_2025,BREAKENTER_2014,BREAKENTER_2015,BREAKENTER_2016,BREAKENTER_2017,BREAKENTER_2018,BREAKENTER_2019,BREAKENTER_2020,BREAKENTER_2021,BREAKENTER_2022,BREAKENTER_2023,BREAKENTER_2024,BREAKENTER_2025,BREAKENTER_RATE_2014,BREAKENTER_RATE_2015,BREAKENTER_RATE_2016,BREAKENTER_RATE_2017,BREAKENTER_RATE_2018,BREAKENTER_RATE_2019,BREAKENTER_RATE_2020,BREAKENTER_RATE_2021,BREAKENTER_RATE_2022,BREAKENTER_RATE_2023,BREAKENTER_RATE_2024,BREAKENTER_RATE_2025,HOMICIDE_2014,HOMICIDE_2015,HOMICIDE_2016,HOMICIDE_2017,HOMICIDE_2018,HOMICIDE_2019,HOMICIDE_2020,HOMICIDE_2021,HOMICIDE_2022,HOMICIDE_2023,HOMICIDE_2024,HOMICIDE_2025,HOMICIDE_RATE_2014,HOMICIDE_RATE_2015,HOMICIDE_RATE_2016,HOMICIDE_RATE_2017,HOMICIDE_RATE_2018,HOMICIDE_RATE_2019,HOMICIDE_RATE_2020,HOMICIDE_RATE_2021,HOMICIDE_RATE_2022,HOMICIDE_RATE_2023,HOMICIDE_RATE_2024,HOMICIDE_RATE_2025,ROBBERY_2014,ROBBERY_2015,ROBBERY_2016,ROBBERY_2017,ROBBERY_2018,ROBBERY_2019,ROBBERY_2020,ROBBERY_2021,ROBBERY_2022,ROBBERY_2023,ROBBERY_2024,ROBBERY_2025,ROBBERY_RATE_2014,ROBBERY_RATE_2015,ROBBERY_RATE_2016,ROBBERY_RATE_2017,ROBBERY_RATE_2018,ROBBERY_RATE_2019,ROBBERY_RATE_2020,ROBBERY_RATE_2021,ROBBERY_RATE_2022,ROBBERY_RATE_2023,ROBBERY_RATE_2024,ROBBERY_RATE_2025,SHOOTING_2014,SHOOTING_2015,SHOOTING_2016,SHOOTING_2017,SHOOTING_2018,SHOOTING_2019,SHOOTING_2020,SHOOTING_2021,SHOOTING_2022,SHOOTING_2023,SHOOTING_2024,SHOOTING_2025,SHOOTING_RATE_2014,SHOOTING_RATE_2015,SHOOTING_RATE_2016,SHOOTING_RATE_2017,SHOOTING_RATE_2018,SHOOTING_RATE_2019,SHOOTING_RATE_2020,SHOOTING_RATE_2021,SHOOTING_RATE_2022,SHOOTING_RATE_2023,SHOOTING_RATE_2024,SHOOTING_RATE_2025,THEFTFROMMV_2014,THEFTFROMMV_2015,THEFTFROMMV_2016,THEFTFROMMV_2017,THEFTFROMMV_2018,THEFTFROMMV_2019,THEFTFROMMV_2020,THEFTFROMMV_2021,THEFTFROMMV_2022,THEFTFROMMV_2023,THEFTFROMMV_2024,THEFTFROMMV_2025,THEFTFROMMV_RATE_2014,THEFTFROMMV_RATE_2015,THEFTFROMMV_RATE_2016,THEFTFROMMV_RATE_2017,THEFTFROMMV_RATE_2018,THEFTFROMMV_RATE_2019,THEFTFROMMV_RATE_2020,THEFTFROMMV_RATE_2021,THEFTFROMMV_RATE_2022,THEFTFROMMV_RATE_2023,THEFTFROMMV_RATE_2024,THEFTFROMMV_RATE_2025,THEFTOVER_2014,THEFTOVER_2015,THEFTOVER_2016,THEFTOVER_2017,THEFTOVER_2018,THEFTOVER_2019,THEFTOVER_2020,THEFTOVER_2021,THEFTOVER_2022,THEFTOVER_2023,THEFTOVER_2024,THEFTOVER_2025,THEFTOVER_RATE_2014,THEFTOVER_RATE_2015,THEFTOVER_RATE_2016,THEFTOVER_RATE_2017,THEFTOVER_RATE_2018,THEFTOVER_RATE_2019,THEFTOVER_RATE_2020,THEFTOVER_RATE_2021,THEFTOVER_RATE_2022,THEFTOVER_RATE_2023,THEFTOVER_RATE_2024,THEFTOVER_RATE_2025,POPULATION_2025,Shape__Area,Shape__Length
135,Bayview Woods-Steeles,49,35,41,37,33,41,43,33,26,39,59,48,40,264.830505371094,313.168334960938,274.358581542969,245.225540161133,304.515747070313,320.465057373047,248.531402587891,198.019805908203,293.056793212891,430.688385009766,342.661346435547,285.877655029297,18,7,18,21,7,21,16,27,14,37,23,20,136.198547363281,53.4677658081055,133.471755981445,156.052612304688,51.9904937744141,156.50617980957,120.500076293945,205.635955810547,105.199882507324,270.092712402344,164.19189453125,142.938827514648,2,3,1,2,1,2,3,1,0,3,0,3,15.1331720352173,22.9147567749023,7.4150972366333,14.8621530532837,7.42721319198608,14.9053506851196,22.5937633514404,7.61614608764648,0,21.8994083404541,0,21.4408226013184,22,34,33,39,29,21,33,10,10,27,52,32,166.464889526367,259.700592041016,244.698211669922,289.811981201172,215.389190673828,156.50617980957,248.531402587891,76.1614608764648,75.1427688598633,197.094680786133,371.216461181641,228.702117919922,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7.45267534255981,0,0,0,0,0,7.14694118499756,7,1,0,5,7,5,2,2,2,7,4,8,52.9661026000977,7.63825225830078,0,37.1553840637207,51.9904937744141,37.2633781433105,15.0625095367432,15.232292175293,15.0285539627075,51.0986213684082,28.5551109313965,57.1755294799805,0,0,1,0,3,3,1,0,0,0,0,0,0,0,7.4150972366333,0,22.2816390991211,22.3580265045166,7.53125476837158,0,0,0,0,0,22,14,15,6,29,22,33,26,19,33,14,28,166.464889526367,106.935531616211,111.226455688477,44.5864601135254,215.389190673828,163.958862304688,248.531402587891,198.019805908203,142.771270751953,240.893493652344,99.9428863525391,200.114349365234,4,1,1,3,2,2,2,2,4,1,6,5,30.2663440704346,7.63825225830078,7.4150972366333,22.2932300567627,14.8544263839722,14.9053506851196,15.0625095367432,15.232292175293,30.057107925415,7.29980278015137,42.8326683044434,35.7347068786621,13992,4088940.43432617,8253.11483919459
136,Hillcrest Village,48,66,62,43,59,70,76,53,44,46,67,65,84,371.537933349609,353.437469482422,247.382354736328,339.177917480469,400.985290527344,435.305572509766,305.916320800781,256.425201416016,265.481628417969,377.124847412109,359.493377685547,467.315704345703,14,10,22,19,25,27,24,40,16,71,56,21,78.8110809326172,57.0060424804688,126.567710876465,109.226791381836,143.209030151367,154.648025512695,138.528137207031,233.113815307617,92.3414306640625,399.639770507813,309.717376708984,116.828926086426,4,4,3,7,9,9,0,4,0,2,3,6,22.5174503326416,22.802417755127,17.2592334747314,40.2414474487305,51.555248260498,51.5493431091309,0,23.3113822937012,0,11.2574577331543,16.5920028686523,33.379695892334,35,48,34,31,42,35,18,20,31,40,36,36,197.027694702148,273.628997802734,195.604644775391,178.212127685547,240.591171264648,200.469665527344,103.896102905273,116.556907653809,178.911529541016,225.149154663086,199.104034423828,200.278167724609,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,5.72770500183105,0,5.82784557342529,0,0,5.53066778182983,0,20,8,16,25,19,18,14,10,32,13,28,30,112.587257385254,45.6048355102539,92.0492477416992,143.719467163086,108.838859558105,103.098686218262,80.8080825805664,58.2784538269043,184.682861328125,73.1734771728516,154.858688354492,166.898468017578,1,0,0,1,1,2,0,1,1,1,0,1,5.6293625831604,0,0,5.74877834320068,5.72836112976074,11.4554100036621,0,5.82784557342529,5.77133941650391,5.62872886657715,0,5.56328248977661,28,47,21,21,37,48,30,56,46,42,25,31,157.622161865234,267.928405761719,120.814636230469,120.724342346191,211.949356079102,274.929840087891,173.160171508789,326.359344482422,265.481628417969,236.406616210938,138.266693115234,172.46174621582,6,5,2,4,8,6,8,4,5,8,5,15,33.7761764526367,28.5030212402344,11.5061559677124,22.9951133728027,45.8268890380859,34.3662300109863,46.1760444641113,23.3113822937012,28.8566970825195,45.0298309326172,27.6533374786377,83.4492340087891,17975,5395573.67089844,9570.81675006214
137,Alderwood,20,44,47,39,21,30,36,37,27,44,44,50,73,355.010498046875,379.890075683594,313.959106445313,166.297119140625,233.082122802734,275.714172363281,281.883270263672,205.557662963867,326.918792724609,315.819702148438,349.235168457031,508.108856201172,9,18,17,17,24,16,27,30,69,51,51,32,72.6157836914063,145.489822387695,136.853973388672,134.621475219727,186.465698242188,122.53963470459,205.698608398438,228.397415161133,512.668090820313,366.063751220703,356.219879150391,222.732650756836,5,2,3,4,9,5,8,0,12,2,2,1,40.3421020507813,16.1655349731445,24.1506996154785,31.6756420135498,69.9246368408203,38.2936363220215,60.9477386474609,0,89.15966796875,14.3554410934448,13.969407081604,6.96039533615112,18,28,26,23,23,26,43,17,42,20,32,29,145.231567382813,226.317489624023,209.306076049805,182.13493347168,178.6962890625,199.126907348633,327.594085693359,129.425201416016,312.058837890625,143.554412841797,223.510513305664,201.851470947266,1,0,0,0,0,0,0,0,3,0,2,0,8.06842041015625,0,0,0,0,0,0,0,22.2899169921875,0,13.969407081604,0,8,6,10,6,8,5,12,2,7,8,1,10,64.54736328125,48.4966049194336,80.5023345947266,47.5134620666504,62.1552314758301,38.2936363220215,91.4216079711914,15.2264938354492,52.0098075866699,57.4217643737793,6.984703540802,69.6039505004883,1,0,0,0,0,1,0,0,1,0,0,1,8.06842041015625,0,0,0,0,7.65872716903687,0,0,7.42997264862061,0,0,6.96039533615112,37,45,45,17,20,54,47,47,31,16,20,19,298.531555175781,363.724548339844,362.260498046875,134.621475219727,155.388076782227,413.571258544922,358.067962646484,357.822601318359,230.329147338867,114.843528747559,139.694076538086,132.247512817383,7,3,10,7,7,7,5,4,8,8,11,15,56.4789428710938,24.2483024597168,80.5023345947266,55.432373046875,54.3858299255371,53.6110916137695,38.0923347473145,30.4529876708984,59.4397811889648,57.4217643737793,76.8317413330078,104.40592956543,14367,4978387.91552734,9168.59613520858
138,Long Branch,19,64,67,60,65,57,59,68,95,90,95,77,76,623.295654296875,649.79150390625,575.815734863281,602.912536621094,510.523956298828,512.597717285156,578.231262207031,796.111633300781,734.933837890625,747.2666015625,588.820068359375,577.90283203125,10,17,13,12,11,12,24,42,34,38,31,21,97.3899459838867,164.872467041016,124.760078430176,111.306930541992,98.5221710205078,104.257164001465,204.081634521484,351.965148925781,277.641693115234,298.906616210938,237.057434082031,159.683670043945,11,10,10,17,35,11,8,11,30,16,11,5,107.128944396973,96.9838027954102,95.9692916870117,157.684814453125,313.479614257813,95.5690689086914,68.027214050293,92.1813430786133,244.977951049805,125.855422973633,84.1171493530273,38.0199241638184,24,33,28,27,39,29,34,15,33,27,21,24,233.735885620117,320.046539306641,268.714019775391,250.44059753418,349.305877685547,251.954818725586,289.115631103516,125.701835632324,269.475738525391,212.38102722168,160.587295532227,182.495620727539,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8.38012218475342,0,0,7.64701366424561,0,14,14,6,12,10,30,16,1,7,7,5,6,136.345932006836,135.777328491211,57.5815734863281,111.306930541992,89.5656051635742,260.642913818359,136.054428100586,8.38012218475342,57.1615219116211,55.0617485046387,38.2350692749023,45.6239051818848,0,0,0,3,0,0,0,3,0,0,1,0,0,0,0,27.826732635498,0,0,0,25.1403675079346,0,0,7.64701366424561,0,45,52,19,42,16,44,42,39,30,19,23,17,438.254760742188,504.315765380859,182.341644287109,389.574249267578,143.304977416992,382.276275634766,357.142852783203,326.824768066406,244.977951049805,149.453308105469,175.881317138672,129.267730712891,1,4,0,3,3,1,4,3,5,2,6,3,9.73899459838867,38.7935218811035,0,27.826732635498,26.8696823120117,8.68809700012207,34.0136070251465,25.1403675079346,40.8296585083008,15.7319278717041,45.8820838928223,22.8119525909424,13151,2261913.66674805,7808.45161974756
139,New Toronto,18,84,103,98,101,105,108,89,116,163,168,166,118,731.579833984375,892.006591796875,827.283447265625,845.046875,869.205322265625,888.888916015625,734.444641113281,965.379516601563,1327.36157226563,1322.73046875,1271.93322753906,903.245544433594,10,14,10,13,11,22,21,15,44,37,35,19,87.0928421020508,121.243614196777,84.4166793823242,108.768409729004,91.0596008300781,181.069961547852,173.295928955078,124.833557128906,358.306182861328,291.315643310547,268.178680419922,145.437850952148,8,12,6,9,34,9,16,9,21,9,15,9,69.6742706298828,103.923095703125,50.6500091552734,75.3012084960938,281.456939697266,74.0740737915039,132.03498840332,74.9001312255859,171.009765625,70.8605651855469,114.933723449707,68.8916091918945,24,42,42,26,21,25,41,18,24,38,25,24,209.022811889648,363.730834960938,354.550048828125,217.536819458008,173.841064453125,205.761322021484,338.339660644531,149.800262451172,195.439743041992,299.189025878906,191.556198120117,183.710968017578,0,0,1,0,2,0,0,0,0,0,1,0,0,0,8.44166851043701,0,16.5562915802002,0,0,0,0,0,7.66224813461304,0,19,16,19,25,20,17,11,14,16,16,7,10,165.47639465332,138.56413269043,160.391693115234,209.170013427734,165.562911987305,139.917694091797,90.774055480957,116.511322021484,130.293167114258,125.974334716797,53.6357383728027,76.5462341308594,1,1,1,3,1,2,4,3,0,1,2,2,8.70928382873535,8.66025829315186,8.44166851043701,25.1004009246826,8.2781457901001,16.4609050750732,33.0087471008301,24.9667110443115,0,7.8733959197998,15.3244962692261,15.3092470169067,20,43,32,21,37,41,40,24,48,36,23,32,174.185684204102,372.391082763672,270.133392333984,175.70280456543,306.291381835938,337.448547363281,330.087463378906,199.733688354492,390.879486083984,283.442260742188,176.231704711914,244.947952270508,3,5,5,1,1,2,5,5,7,5,8,12,26.1278514862061,43.3012886047363,42.2083396911621,8.36680030822754,8.2781457901001,16.4609050750732,41.2609329223633,41.6111869812012,57.0032577514648,39.3669776916504,61.2979850769043,91.8554840087891,13064,3483680.29052734,11167.2271212586
140,Stonegate-Queensway,16,91,72,78,99,86,84,104,78,102,138,139,137,355.46875,281.822448730469,302.583587646484,378.961883544922,324.185760498047,313.129058837891,386.545257568359,290.675994873047,371.125030517578,484.482513427734,474.499908447266,465.637969970703,37,32,14,33,36,35,49,71,141,152,83,57,144.53125,125.254425048828,54.3098754882813,126.320625305176,135.705673217773,130.470443725586,182.122283935547,264.589691162109,513.025756835938,533.632934570313,283.33447265625,193.732574462891,9,19,11,7,11,10,14,5,10,7,15,9,35.15625,74.3698120117188,42.672046661377,26.7952842712402,41.4656219482422,37.2772674560547,52.0349388122559,18.63307762146,36.3848075866699,24.5752010345459,51.2050247192383,30.58935546875,70,45,49,50,39,64,35,30,44,101,89,64,273.4375,176.139038085938,190.084564208984,191.394882202148,147.01448059082,238.574523925781,130.087341308594,111.798461914063,160.093139648438,354.585021972656,303.816467285156,217.524307250977,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,3.72661542892456,0,7.02148580551147,0,3.39881730079651,15,10,13,25,26,24,20,18,7,18,10,12,58.59375,39.1420059204102,50.4305992126465,95.6974411010742,98.009651184082,89.465446472168,74.3356246948242,67.0790786743164,25.4693641662598,63.1933708190918,34.1366844177246,40.7858047485352,3,2,0,0,0,1,0,0,0,1,4,4,11.71875,7.82840156555176,0,0,0,3.72772693634033,0,0,0,3.51074290275574,13.654673576355,13.595269203186,93,61,50,56,79,73,96,58,105,69,47,38,363.28125,238.766250610352,193.963851928711,214.362274169922,297.798553466797,272.124053955078,356.811004638672,216.143692016602,382.040466308594,242.241256713867,160.442413330078,129.155059814453,8,8,4,6,8,4,5,7,9,11,13,20,31.25,31.313606262207,15.517107963562,22.9673862457275,30.1568145751953,14.9109077453613,18.5839061737061,26.0863075256348,32.7463264465332,38.6181716918945,44.3776893615723,67.9763412475586,29422,7945942.4597168,11852.9163248028
141,Kingsway South,15,25,34,29,25,34,31,10,32,21,63,49,53,266.155639648438,362.627990722656,305.134674072266,262.853546142578,356.394134521484,325.698669433594,106.033294677734,344.197052001953,219.964385986328,634.69677734375,478.422180175781,513.118408203125,17,16,9,21,11,29,16,36,69,90,31,13,180.98583984375,170.648468017578,94.6969680786133,220.796966552734,115.303985595703,304.685852050781,169.653274536133,387.2216796875,722.740112304688,906.709655761719,302.675262451172,125.859230041504,13,17,14,9,7,8,12,6,6,9,6,6,138.400939941406,181.313995361328,147.306396484375,94.6272735595703,73.3752593994141,84.05126953125,127.239952087402,64.5369491577148,62.8469657897949,90.6709671020508,58.5823097229004,58.0888748168945,24,23,27,31,18,25,21,9,13,55,34,28,255.509414672852,245.307174682617,284.090911865234,325.938385009766,188.679244995117,262.660217285156,222.669921875,96.805419921875,136.168426513672,554.100341796875,331.966400146484,271.081420898438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,21,12,15,16,13,4,13,8,8,7,3,170.339614868164,223.976104736328,126.262626647949,157.712127685547,167.714889526367,136.583312988281,42.4133186340332,139.830047607422,83.7959594726563,80.5964126586914,68.3460235595703,29.0444374084473,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10.5141410827637,10.4821805953979,0,0,0,0,0,0,0,25,34,21,28,27,23,15,18,22,13,24,5,266.155639648438,362.627990722656,220.959594726563,294.395965576172,283.018859863281,241.647399902344,159.049942016602,193.61083984375,230.438888549805,130.969177246094,234.329238891602,48.407398223877,3,3,2,6,4,4,3,3,4,6,8,6,31.9386768341064,31.9965877532959,21.0437717437744,63.0848503112793,41.9287223815918,42.025634765625,31.8099880218506,32.2684745788574,41.8979797363281,60.4473114013672,78.1097412109375,58.0888748168945,10329,2638166.81445313,8062.16138873272
142,Etobicoke West Mall,13,43,59,46,53,44,50,62,47,50,65,62,68,372.7138671875,505.699829101563,376.617004394531,427.695281982422,349.261779785156,392.003143310547,483.996887207031,366.843597412109,378.44384765625,470.537139892578,432.658752441406,468.577728271484,11,17,15,10,8,12,11,18,33,65,43,29,95.3454132080078,145.71012878418,122.80989074707,80.6972274780273,63.5021438598633,94.0807495117188,85.8704147338867,140.493286132813,249.772933959961,470.537139892578,300.069793701172,199.834625244141,10,2,1,2,2,3,2,4,4,3,4,2,86.6776428222656,17.1423664093018,8.18732643127441,16.1394443511963,15.8755359649658,23.5201873779297,15.6128025054932,31.2207298278809,30.2755069732666,21.717098236084,27.9134674072266,13.7816982269287,26,25,14,8,16,8,14,12,21,12,11,16,225.361877441406,214.279586791992,114.622566223145,64.5577774047852,127.004287719727,62.7205009460449,109.289619445801,93.6621932983398,158.946411132813,86.8683929443359,76.7620391845703,110.25358581543,1,0,1,0,0,2,1,0,0,0,1,0,8.66776466369629,0,8.18732643127441,0,0,15.6801252365112,7.80640125274658,0,0,0,6.97836685180664,0,13,5,4,4,6,10,9,2,4,1,3,4,112.680938720703,42.8559188842773,32.7493057250977,32.2788887023926,47.6266059875488,78.4006271362305,70.2576141357422,15.6103649139404,30.2755069732666,7.23903274536133,20.9351005554199,27.5633964538574,0,2,1,1,3,3,6,0,1,2,1,0,0,17.1423664093018,8.18732643127441,8.06972217559814,23.8133029937744,23.5201873779297,46.8384056091309,0,7.56887674331665,14.4780654907227,6.97836685180664,0,24,24,19,15,23,19,29,18,54,49,23,26,208.026351928711,205.708404541016,155.559188842773,121.045837402344,182.568664550781,148.961196899414,226.385635375977,140.493286132813,408.719360351563,354.712615966797,160.50244140625,179.162078857422,0,3,0,4,3,6,7,3,5,5,4,2,0,25.713550567627,0,32.2788887023926,23.8133029937744,47.0403747558594,54.6448097229004,23.415548324585,37.8443832397461,36.1951637268066,27.9134674072266,13.7816982269287,14512,1796406.22192383,6475.59413914792
143,Markland Wood,12,23,14,26,23,24,14,42,25,35,44,51,38,214.692428588867,130.902297973633,240.384613037109,211.028533935547,218.003448486328,126.353790283203,380.400329589844,228.414794921875,315.912994384766,387.528625488281,442.516265869141,332.254974365234,8,14,14,9,19,9,29,23,31,49,42,20,74.6756286621094,130.902297973633,129.437866210938,82.5763854980469,172.586059570313,81.2274398803711,262.657379150391,210.141616821289,279.808654785156,431.565979003906,364.425170898438,174.871032714844,32,6,1,3,5,9,1,1,1,1,6,1,298.702514648438,56.1009826660156,9.24556255340576,27.5254611968994,45.4173851013184,81.2274398803711,9.05715084075928,9.13659191131592,9.02608585357666,8.80746841430664,52.0607376098633,8.74355125427246,52,19,19,13,25,25,12,9,12,14,21,28,485.391571044922,177.653106689453,175.665679931641,119.277000427246,227.086929321289,225.631774902344,108.685806274414,82.2293319702148,108.313026428223,123.304565429688,182.212585449219,244.819442749023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,10,10,4,14,17,8,11,3,5,11,84.0100784301758,28.0504913330078,92.4556198120117,91.7515335083008,36.3339080810547,126.353790283203,153.971557617188,73.0927352905273,99.2869415283203,26.4224071502686,43.3839492797852,96.179069519043,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,9.08347702026367,9.02527046203613,0,0,0,0,8.67678928375244,0,58,38,44,31,22,18,16,23,40,23,20,25,541.398315429688,355.306213378906,406.804748535156,284.429779052734,199.836502075195,162.454879760742,144.914413452148,210.141616821289,361.043426513672,202.57177734375,173.535797119141,218.588790893555,3,2,2,1,2,3,7,0,4,1,3,11,28.003360748291,18.7003269195557,18.4911251068115,9.1751537322998,18.1669540405273,27.0758113861084,63.4000549316406,0,36.1043434143066,8.80746841430664,26.0303688049316,96.179069519043,11437,2953929.625,7845.48598147479
144,Eringate-Centennial-West Deane,11,56,64,61,58,35,46,43,39,59,90,88,79,291.469329833984,335.061004638672,319.338287353516,301.627746582031,180.291549682617,235.691955566406,220.943374633789,201.852905273438,302.393524169922,450.653442382813,434.61083984375,393.308776855469,28,24,30,29,28,41,51,64,92,123,97,47,145.734664916992,125.647872924805,157.051620483398,150.813873291016,144.233245849609,210.073272705078,262.049133300781,331.245788574219,471.528869628906,615.89306640625,479.059661865234,233.99382019043,5,2,4,4,2,3,4,0,0,2,2,0,26.0240459442139,10.4706563949585,20.9402160644531,20.8019142150879,10.3023748397827,15.3712148666382,20.5528717041016,0,0,10.0145206451416,9.87751865386963,0,39,28,28,18,33,20,12,14,18,31,31,22,202.987564086914,146.58918762207,146.581512451172,93.6086120605469,169.989181518555,102.474761962891,61.6586151123047,72.4600143432617,92.2556533813477,155.225082397461,153.101547241211,109.529022216797,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,10.3023748397827,5.12373828887939,0,0,0,0,0,0,15,15,13,18,9,11,19,4,13,13,6,6,78.072135925293,78.5299224853516,68.0557022094727,93.6086120605469,46.3606872558594,56.3611221313477,97.6261444091797,20.7028617858887,66.6290817260742,65.0943832397461,29.6325569152832,29.8715515136719,1,4,3,1,3,3,4,1,1,0,3,2,5.20480918884277,20.941312789917,15.7051620483398,5.20047855377197,15.4535617828369,15.3712148666382,20.5528717041016,5.17571544647217,5.1253137588501,0,14.8162784576416,9.95718383789063,71,47,42,29,42,36,37,34,60,45,51,23,369.541442871094,246.060409545898,219.872268676758,150.813873291016,216.349868774414,184.454574584961,190.114074707031,175.974334716797,307.518829345703,225.326721191406,251.876724243164,114.507614135742,6,4,4,2,4,4,4,2,3,3,10,5,31.2288551330566,20.941312789917,20.9402160644531,10.4009571075439,20.6047496795654,20.4949531555176,20.5528717041016,10.3514308929443,15.3759422302246,15.0217819213867,49.3875923156738,24.8929595947266,20086,8645665.69702148,15361.9157581881
145,Princess-Rosethorn,10,22,15,31,21,21,29,20,25,28,25,41,30,192.173309326172,131.926116943359,273.368621826172,183.422134399414,180.925308227539,248.032836914063,170.663024902344,213.693481445313,235.729919433594,204.88444519043,328.894592285156,241.138168334961,21,19,21,19,21,28,20,23,62,119,46,23,183.43815612793,167.106414794922,185.185180664063,165.953353881836,180.925308227539,239.47998046875,170.663024902344,196.598007202148,521.973388671875,975.249938964844,369.003692626953,184.872604370117,3,4,3,3,6,5,2,5,1,2,0,1,26.2054500579834,35.1802978515625,26.4550266265869,26.203161239624,51.692943572998,42.7642822265625,17.0663032531738,42.738697052002,8.41892528533936,16.390754699707,0,8.03793907165527,34,29,33,29,22,33,12,11,13,63,46,48,296.9951171875,255.057174682617,291.005279541016,253.297225952148,189.540786743164,282.244262695313,102.397811889648,94.0251312255859,109.44603729248,516.308776855469,369.003692626953,385.821075439453,0,0,1,0,1,0,0,0,0,0,1,0,0,0,8.8183422088623,0,8.61549091339111,0,0,0,0,0,8.02181911468506,0,20,3,28,5,3,15,9,2,2,12,1,10,174.703002929688,26.3852233886719,246.91357421875,43.6719360351563,25.846471786499,128.292846679688,76.7983627319336,17.0954780578613,16.8378505706787,98.3445358276367,8.02181911468506,80.37939453125,0,0,1,1,1,0,1,1,1,2,0,0,0,0,8.8183422088623,8.73438739776611,8.61549091339111,0,8.53315162658691,8.54773902893066,8.41892528533936,16.390754699707,0,0,90,74,51,30,37,33,36,33,27,19,28,16,786.163513183594,650.835510253906,449.735443115234,262.031616210938,318.773162841797,282.244262695313,307.193450927734,282.075378417969,227.310989379883,155.712173461914,224.610946655273,128.607025146484,4,4,3,3,6,5,4,2,2,5,4,11,34.940601348877,35.1802978515625,26.4550266265869,26.203161239624,51.692943572998,42.7642822265625,34.1326065063477,17.0954780578613,16.8378505706787,40.9768905639648,32.0872764587402,88.4173278808594,12441,5171364.56860352,11052.1232494944
